id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Citations>,weight<Norm. citations>,score<Pub. year>,score<Citations>,score<Norm. citations>
4172,bentlemsan (2014),"<table><tr><td>Authors:</td><td>bentlemsan, maouia; zemouri, et-tahir; bouchaffra, djamel; yahya-zoubir, bahia; ferroudji, karim</td></tr><tr><td>Title:</td><td>random forest and filter bank common spatial patterns for eeg-based motor imagery classification</td></tr><tr><td>Source:</td><td>proceedings fifth international conference on intelligent systems,, 235-238</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1109/isms.2014.46,-0.8654,-0.238,1,216,408,55,1.8512,2014,55,1.8512
4173,jiang (2023),"<table><tr><td>Authors:</td><td>jiang, wanqing; meng, gaofeng; jiang, tianzi; zuo, nianming</td></tr><tr><td>Title:</td><td>generalization across subjects and sessions for eeg-based emotion recognition using multi-source attention-based dynamic residual transfer</td></tr><tr><td>Source:</td><td>2023 international joint conference on neural networks, ijcnn</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/ijcnn54540.2023.10191587,1.0043,-0.1803,2,176,337,3,0.2716,2023,3,0.2716
4175,cao (2022),"<table><tr><td>Authors:</td><td>cao, lei; wang, wenrong; huang, chenxi; xu, zhixiong; wang, han; jia, jie; chen, shugeng; dong, yilin; fan, chunjiang; de albuquerque, victor hugo c.</td></tr><tr><td>Title:</td><td>an effective fusing approach by combining connectivity network pattern and temporal-spatial analysis for eeg-based bci rehabilitation</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 30, 2264-2274</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3198434,-0.7451,-0.3537,1,215,472,15,1.0487,2022,15,1.0487
4180,usman (2019),"<table><tr><td>Authors:</td><td>usman, syed muhammad; khalid, shehzad; akhtar, rizwan; bortolotto, zuner; bashir, zafar; qiu, haiyang</td></tr><tr><td>Title:</td><td>using scalp eeg and intracranial eeg signals for predicting epileptic seizures: review of available methodologies</td></tr><tr><td>Source:</td><td>seizure-european journal of epilepsy, 71, 258-269</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1016/j.seizure.2019.08.006,-0.4176,0.4961,3,255,541,55,2.6136,2019,55,2.6136
4182,dupres (2016),"<table><tr><td>Authors:</td><td>dupres, alban; cabestaing, francois; rouillard, jose</td></tr><tr><td>Title:</td><td>human expert supervised selection of time-frequency intervals in eeg signals for brain-computer interfacing</td></tr><tr><td>Source:</td><td>2016 24th european signal processing conference (eusipco), 1733-1737</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",,-0.9085,-0.3458,1,209,409,1,0.0451,2016,1,0.0451
4190,gao (2013),"<table><tr><td>Authors:</td><td>gao, lin; wang, jue; chen, longwei</td></tr><tr><td>Title:</td><td>event-related desynchronization and synchronization quantification in motor-related eeg by kolmogorov entropy</td></tr><tr><td>Source:</td><td>journal of neural engineering, 10(3)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",https://doi.org/10.1088/1741-2560/10/3/036023,-0.9005,-0.1547,1,198,320,32,1.36,2013,32,1.36
4191,barki (2026),"<table><tr><td>Authors:</td><td>barki, hika; mai, ngoc-dau; chung, wan-young</td></tr><tr><td>Title:</td><td>optimized xgboost for multimodal affective state classification using in-ear ppg and behind-the-ear eeg signals</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 30(3), 2139-2152</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1109/jbhi.2025.3598354,0.6921,0.0673,2,226,395,0,0,2026,0,0
4202,wei (2024),"<table><tr><td>Authors:</td><td>wei, boxuan; xu, lu; zhang, jicong</td></tr><tr><td>Title:</td><td>a compact graph convolutional network with adaptive functional connectivity for seizure prediction</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 32, 3531-3542</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tnsre.2024.3460348,0.0775,0.2693,3,129,173,12,2.241,2024,12,2.241
4203,tomioka (2010),"<table><tr><td>Authors:</td><td>tomioka, ryota; mueller, klaus-robert</td></tr><tr><td>Title:</td><td>a regularized discriminative framework for eeg analysis with application to brain-computer interface</td></tr><tr><td>Source:</td><td>neuroimage, 49(1), 415-432</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",https://doi.org/10.1016/j.neuroimage.2009.07.045,-0.9529,-0.2158,1,235,603,140,3.8072,2010,140,3.8072
4207,kundu (2022),"<table><tr><td>Authors:</td><td>kundu, s.; ari, s.</td></tr><tr><td>Title:</td><td>brain-computer interface speller system for alternative communication: a review</td></tr><tr><td>Source:</td><td>irbm, 43(4), 317-324</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.irbm.2021.07.001,-0.1851,-0.1506,1,329,564,30,2.0975,2022,30,2.0975
4208,wu (2023),"<table><tr><td>Authors:</td><td>wu, dongrui; lu, bao-liang; hu, bin; zeng, zhigang</td></tr><tr><td>Title:</td><td>affective brain-computer interfaces (abcis): a tutorial</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 111(10), 1314-1332</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/jproc.2023.3277471,0.7086,-0.0215,2,341,1201,71,6.4283,2023,71,6.4283
4209,lazcano-herrera (2022),"<table><tr><td>Authors:</td><td>lazcano-herrera, alicia guadalupe; fuentes-aguilar, rita q.; chairez, isaac; alonso-valerdi, luz maria; gonzalez-mendoza, miguel; alfaro-ponce, mariel</td></tr><tr><td>Title:</td><td>review on bci virtual rehabilitation and remote technology based on eeg for assistive devices</td></tr><tr><td>Source:</td><td>applied sciences-basel, 12(23)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/app122312253,-0.3368,0.0143,1,202,308,14,0.9788,2022,14,0.9788
4214,ackermann (2016),"<table><tr><td>Authors:</td><td>ackermann, pascal; kohlschein, christian; bitsch, jo agila; wehrle, klaus; jeschke, sabina</td></tr><tr><td>Title:</td><td>eeg-based automatic emotion recognition: feature extraction, selection and classification methods</td></tr><tr><td>Source:</td><td>2016 ieee 18th international conference on e-health networking,, 159-164</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",,0.9066,0.0779,2,170,308,83,3.7402,2016,83,3.7402
4228,mohdiwale (2021),"<table><tr><td>Authors:</td><td>mohdiwale, samrudhi; sahu, mridu; sinha, g. r.; bhateja, vikrant</td></tr><tr><td>Title:</td><td>statistical wavelets with harmony search- based optimal feature selection of eeg signals for motor imagery classification</td></tr><tr><td>Source:</td><td>ieee sensors journal, 21(13), 14263-14271</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/jsen.2020.3026172,-0.65,-0.2781,1,203,337,21,1.2367,2021,21,1.2367
4238,degirmenci (2023),"<table><tr><td>Authors:</td><td>degirmenci, murside; yuce, yilmaz kemal; perc, matjaz; isler, yalcin</td></tr><tr><td>Title:</td><td>statistically significant features improve binary and multiple motor imagery task predictions from eegs</td></tr><tr><td>Source:</td><td>frontiers in human neuroscience, 17</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3389/fnhum.2023.1223307,-0.5253,-0.0544,1,199,309,35,3.1689,2023,35,3.1689
4246,alotaiby (2017),"<table><tr><td>Authors:</td><td>alotaiby, turky n.; alshebeili, saleh a.; alotaibi, faisal m.; alrshoud, saud r.</td></tr><tr><td>Title:</td><td>epileptic seizure prediction using csp and lda for scalp eeg signals</td></tr><tr><td>Source:</td><td>computational intelligence and neuroscience, 2017</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1155/2017/1240323,-0.5222,0.35,3,119,174,109,3.388,2017,109,3.388
4278,asensio-cubero (2013),"<table><tr><td>Authors:</td><td>asensio-cubero, javier; gan, john q.; palaniappan, ramaswamy</td></tr><tr><td>Title:</td><td>extracting optimal tempo-spatial features using local discriminant bases and common spatial patterns for brain computer interfacing</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 8(6), 772-778</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",https://doi.org/10.1016/j.bspc.2013.07.004,-0.9053,-0.3133,1,214,455,35,1.4875,2013,35,1.4875
4285,mahmoud (2017),"<table><tr><td>Authors:</td><td>mahmoud, rwan; shanableh, tamer; bodala, indu prasad; thakor, nitish v.; al-nashash, hasan</td></tr><tr><td>Title:</td><td>novel classification system for classifying cognitive workload levels under vague visual stimulation</td></tr><tr><td>Source:</td><td>ieee sensors journal, 17(21), 7019-7028</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1109/jsen.2017.2727539,-0.5693,-0.1624,1,217,288,24,0.746,2017,24,0.746
4294,falcon-caro (2024),"<table><tr><td>Authors:</td><td>falcon-caro, alicia; shirani, sepehr; ferreira, joao filipe; bird, jordan j.; sanei, saeid</td></tr><tr><td>Title:</td><td>formulation of common spatial patterns for multi-task hyperscanning bci</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 71(6), 1950-1957</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tbme.2024.3356665,-0.6305,-0.2508,1,215,368,8,1.494,2024,8,1.494
4297,lopez-bernal (2022),"<table><tr><td>Authors:</td><td>lopez-bernal, diego; balderas, david; ponce, pedro; molina, arturo</td></tr><tr><td>Title:</td><td>a state-of-the-art review of eeg-based imagined speech decoding</td></tr><tr><td>Source:</td><td>frontiers in human neuroscience, 16</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3389/fnhum.2022.867281,-0.2513,0.0565,4,127,202,71,4.964,2022,71,4.964
4304,ali (2020),"<table><tr><td>Authors:</td><td>ali, muhammad ammar; ucuncu, duygu; atas, pinar karadayi; ozogur-akyuz, sureyya</td></tr><tr><td>Title:</td><td>classification of motor imagery task by using novel ensemble pruning approach</td></tr><tr><td>Source:</td><td>ieee transactions on fuzzy systems, 28(1), 85-91</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/tfuzz.2019.2900859,-0.6587,-0.0627,1,204,281,12,0.4753,2020,12,0.4753
4311,kang (2014),"<table><tr><td>Authors:</td><td>kang, hyohyeong; choi, seungjin</td></tr><tr><td>Title:</td><td>bayesian common spatial patterns for multi-subject eeg classification</td></tr><tr><td>Source:</td><td>neural networks, 57, 39-50</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1016/j.neunet.2014.05.012,-0.7453,-0.2696,1,235,474,81,2.7263,2014,81,2.7263
4312,zhang (2022c),"<table><tr><td>Authors:</td><td>zhang, wen; wang, ziwei; wu, dongrui</td></tr><tr><td>Title:</td><td>multi-source decentralized transfer for privacy-preserving bcis</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 30, 2710-2720</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3207494,0.0024,-0.2688,4,318,672,30,2.0975,2022,30,2.0975
4315,usman (2017),"<table><tr><td>Authors:</td><td>usman, syed muhammad; usman, muhammad; fong, simon</td></tr><tr><td>Title:</td><td>epileptic seizures prediction using machine learning methods</td></tr><tr><td>Source:</td><td>computational and mathematical methods in medicine, 2017</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1155/2017/9074759,-0.6042,0.1128,1,215,291,120,3.7299,2017,120,3.7299
4316,bouazizi (2023),"<table><tr><td>Authors:</td><td>bouazizi, samar; benmohamed, emna; ltifi, hela</td></tr><tr><td>Title:</td><td>enhancing eeg-based emotion recognition using psd-grouped deep echo state network</td></tr><tr><td>Source:</td><td>journal of universal computer science, 29(10), 1116-1138</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3897/jucs.98789,1.2052,0.0012,2,175,398,5,0.4527,2023,5,0.4527
4321,prashant (2015),"<table><tr><td>Authors:</td><td>prashant, parmar; joshi, anand; gandhi, vaibhav</td></tr><tr><td>Title:</td><td>brain computer interface: a review</td></tr><tr><td>Source:</td><td>2015 5th nirma university international conference on engineering</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,-0.8752,-0.0722,1,160,261,5,0.2136,2015,5,0.2136
4322,colomer granero (2016),"<table><tr><td>Authors:</td><td>colomer granero, adrian; fuentes-hurtado, felix; naranjo ornedo, valery; guixeres provinciale, jaime; ausin, jose m.; alcaniz raya, mariano</td></tr><tr><td>Title:</td><td>a comparison of physiological signal analysis techniques and classifiers for automatic emotional evaluation of audiovisual contents</td></tr><tr><td>Source:</td><td>frontiers in computational neuroscience, 10</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",https://doi.org/10.3389/fncom.2016.00074,0.0243,0.1576,3,143,179,44,1.9828,2016,44,1.9828
4323,xu (2026),"<table><tr><td>Authors:</td><td>xu, xu; chen, junxin; he, qiang; wu, yongfei; zhou, yicong</td></tr><tr><td>Title:</td><td>eeg emotion recognition with uncertainty-aware contrastive learning and frequency-aware self-attention</td></tr><tr><td>Source:</td><td>ieee transactions on cybernetics, 56(4), 1845-1858</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1109/tcyb.2026.3665442,1.3329,-0.1632,2,185,731,1,3.977,2026,1,3.977
4327,sukriti (2021),"<table><tr><td>Authors:</td><td>sukriti; chakraborty, monisha; mitra, debjani</td></tr><tr><td>Title:</td><td>automated detection of epileptic seizures using multiscale and refined composite multiscale dispersion entropy</td></tr><tr><td>Source:</td><td>chaos solitons & fractals, 146</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1016/j.chaos.2021.110939,-0.2639,0.862,3,115,534,29,1.7078,2021,29,1.7078
4328,song (2019),"<table><tr><td>Authors:</td><td>song, tengfei; zheng, wenming; lu, cheng; zong, yuan; zhang, xilei; cui, zhen</td></tr><tr><td>Title:</td><td>mped: a multi-model physiological emotion database for discrete emotion recongnition</td></tr><tr><td>Source:</td><td>ieee access, 7, 12177-12191</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/access.2019.2891579,1.1142,0.0655,2,193,570,232,11.0247,2019,232,11.0247
4340,abbasi (2024),"<table><tr><td>Authors:</td><td>abbasi, muhammad ahmed; abbasi, hafza faiza; yu, xiaojun; aziz, muhammad zulkifal; yih, nicole tye june; fan, zeming</td></tr><tr><td>Title:</td><td>e-sat: an extreme learning machine based self attention approach for decoding motor imagery eeg in subject-specific tasks</td></tr><tr><td>Source:</td><td>journal of neural engineering, 21(5)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1088/1741-2552/ad83f4,-0.1479,-0.2717,4,198,326,4,0.747,2024,4,0.747
4362,goel (2018),"<table><tr><td>Authors:</td><td>goel, purvi; joshi, raviraj; sur, mriganka; murthy, hema a.</td></tr><tr><td>Title:</td><td>a common spatial pattern approach for classification of mental counting and motor execution eeg</td></tr><tr><td>Source:</td><td>intelligent human computer interaction, 11278, 26-35</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1007/978-3-030-04021-5_3,-0.8419,-0.2607,1,206,375,4,0.1865,2018,4,0.1865
4365,chikkankod (2022),"<table><tr><td>Authors:</td><td>chikkankod, arjun vinayak; longo, luca</td></tr><tr><td>Title:</td><td>on the dimensionality and utility of convolutional autoencoder's latent space trained with topology-preserving spectral eeg head-maps</td></tr><tr><td>Source:</td><td>machine learning and knowledge extraction, 4(4), 1042-1064</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/make4040053,0.3006,0.1059,2,280,411,13,0.9089,2022,13,0.9089
4366,aljal (2019),"<table><tr><td>Authors:</td><td>aljal, majid; djemal, ridha; ibrahim, sutrisno</td></tr><tr><td>Title:</td><td>robot navigation using a brain computer interface based on motor imagery</td></tr><tr><td>Source:</td><td>journal of medical and biological engineering, 39(4), 508-522</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1007/s40846-018-0431-9,-0.9341,-0.2743,1,182,302,21,0.9979,2019,21,0.9979
4371,rafiuddin (2022),"<table><tr><td>Authors:</td><td>rafiuddin, nidal; khan, yusuf uzzaman; farooq, omar</td></tr><tr><td>Title:</td><td>a novel wavelet approach for multiclass ieeg signal classification in automated diagnosis of epilepsy</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 71</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tim.2022.3207799,-0.2557,0.8786,3,94,244,9,0.6292,2022,9,0.6292
4373,pantic (2024),"<table><tr><td>Authors:</td><td>pantic, jovana paunovic; valjarevic, svetlana; cumic, jelena; pantic, igor</td></tr><tr><td>Title:</td><td>ai-enhanced eeg signal interpretation: a novel approach using texture analysis with random forests</td></tr><tr><td>Source:</td><td>medical hypotheses, 189</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1016/j.mehy.2024.111405,-0.0841,0.2023,3,131,162,7,1.3073,2024,7,1.3073
4374,singh (2016),"<table><tr><td>Authors:</td><td>singh, pushpendra; joshi, s. d.; patney, r. k.; saha, kaushik</td></tr><tr><td>Title:</td><td>fourier-based feature extraction for classification of eeg signals using eeg rhythms</td></tr><tr><td>Source:</td><td>circuits systems and signal processing, 35(10), 3700-3715</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",https://doi.org/10.1007/s00034-015-0225-z,-0.2215,0.724,3,109,196,38,1.7124,2016,38,1.7124
4384,khan (2023),"<table><tr><td>Authors:</td><td>khan, pritam; ranjan, priyesh; kumar, sudhir</td></tr><tr><td>Title:</td><td>at2gru: a human emotion recognition model with mitigated device heterogeneity</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 14(2), 1520-1532</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/taffc.2021.3114123,1.371,-0.0506,2,154,365,15,1.3581,2023,15,1.3581
4385,autthasan (2022),"<table><tr><td>Authors:</td><td>autthasan, phairot; chaisaen, rattanaphon; sudhawiyangkul, thapanun; rangpong, phurin; kiatthaveephong, suktipol; dilokthanakul, nat; bhakdisongkhram, gun; phan, huy; guan, cuntai; wilaiprasitporn, theerawit</td></tr><tr><td>Title:</td><td>min2net: end-to-end multi-task learning for subject-independent motor imagery eeg classification</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 69(6), 2105-2118</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tbme.2021.3137184,-0.4336,-0.3495,1,300,776,140,9.7882,2022,140,9.7882
4395,chang (2025),"<table><tr><td>Authors:</td><td>chang, jiang; zhang, zhixin; qian, yuhua; lin, pan</td></tr><tr><td>Title:</td><td>multi-scale hyperbolic contrastive learning for cross-subject eeg emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 16(3), 1716-1731</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/taffc.2025.3535542,1.1581,-0.2142,2,168,376,11,5.5037,2025,11,5.5037
4399,frosolone (2024),"<table><tr><td>Authors:</td><td>frosolone, mirco; prevete, roberto; ognibeni, lorenzo; giugliano, salvatore; apicella, andrea; pezzulo, giovanni; donnarumma, francesco</td></tr><tr><td>Title:</td><td>enhancing eeg-based mi-bcis with class-specific and subject-specific features detected by neural manifold analysis</td></tr><tr><td>Source:</td><td>sensors, 24(18)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.3390/s24186110,-0.5271,-0.2211,1,312,689,1,0.1868,2024,1,0.1868
4406,kardam (2025),"<table><tr><td>Authors:</td><td>kardam, vikram singh; taran, sachin; pandey, anukul</td></tr><tr><td>Title:</td><td>a novel for motor imagery eeg classification using swarm decomposition and optimized cuckoo search algorithm</td></tr><tr><td>Source:</td><td>advancements in signal, image and video processing, spin 2025, vol 1, 1449, 231-242</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1007/978-981-96-9967-4_17,-0.7707,-0.1159,1,204,318,0,0,2025,0,0
4416,zhang (2019),"<table><tr><td>Authors:</td><td>zhang, rui; li, xianpeng; wang, yinwang; liu, bo; shi, li; chen, mingming; zhang, lipeng; hu, yuxia</td></tr><tr><td>Title:</td><td>using brain network features to increase the classification accuracy of mi-bci inefficiency subject</td></tr><tr><td>Source:</td><td>ieee access, 7, 74490-74499</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/access.2019.2917327,-0.4573,-0.1819,1,292,579,37,1.7583,2019,37,1.7583
4424,joshi (2022),"<table><tr><td>Authors:</td><td>joshi, vaishali m.; ghongade, rajesh b.</td></tr><tr><td>Title:</td><td>idea: intellect database for emotion analysis using eeg signal</td></tr><tr><td>Source:</td><td>journal of king saud university-computer and information sciences, 34(7), 4433-4447</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.jksuci.2020.10.007,1.2184,-0.0447,2,189,641,34,2.3771,2022,34,2.3771
4425,sunaryono (2022),"<table><tr><td>Authors:</td><td>sunaryono, dwi; sarno, riyanarto; siswantoro, joko</td></tr><tr><td>Title:</td><td>gradient boosting machines fusion for automatic epilepsy detection from eeg signals based on wavelet features</td></tr><tr><td>Source:</td><td>journal of king saud university computer and information sciences, 34(10), 9591-9607</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.jksuci.2021.11.015,-0.1857,0.8192,3,91,169,26,1.8178,2022,26,1.8178
4429,lei (2025),"<table><tr><td>Authors:</td><td>lei, chunyu; chen, c. l. philip; zhang, tong</td></tr><tr><td>Title:</td><td>am-convbls: adaptive manifold convolutional broad learning system for cross-session and cross-subject emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 16(4), 2788-2802</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/taffc.2025.3565570,1.1936,-0.2069,2,193,665,2,1.0007,2025,2,1.0007
4431,yang (2021a),"<table><tr><td>Authors:</td><td>yang, xinwu; zhao, jiaqi; sun, qi; lu, jianbo; ma, xu</td></tr><tr><td>Title:</td><td>an effective dual self-attention residual network for seizure prediction</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 29, 1604-1613</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/tnsre.2021.3103210,-0.0172,0.5214,3,114,198,116,6.8313,2021,116,6.8313
4447,li (2023a),"<table><tr><td>Authors:</td><td>li, wei; huan, wei; shao, shitong; hou, bowen; song, aiguo</td></tr><tr><td>Title:</td><td>ms-fran: a novel multi-source domain adaptation method for eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 27(11), 5302-5313</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/jbhi.2023.3311338,1.0454,-0.2506,2,229,653,20,1.8108,2023,20,1.8108
4461,liu (2013a),"<table><tr><td>Authors:</td><td>liu, chong; wang, hong; lu, zhiguo</td></tr><tr><td>Title:</td><td>eeg classification for multiclass motor imagery bci</td></tr><tr><td>Source:</td><td>2013 25th chinese control and decision conference (ccdc), 4450-4453</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",,-0.9467,-0.1923,1,225,508,13,0.5525,2013,13,0.5525
4462,cheng (2014),"<table><tr><td>Authors:</td><td>cheng, minmin; wang, haixian; lu, zuhong; lu, deji</td></tr><tr><td>Title:</td><td>temporally regularized filters for common spatial patterns by preserving locally linear structure of eeg trials</td></tr><tr><td>Source:</td><td>neural information processing, iconip 2014, pt iii, 8836, 167-174</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",,-0.9768,-0.2956,1,211,409,1,0.0337,2014,1,0.0337
4466,li (2019c),"<table><tr><td>Authors:</td><td>li, dahua; wang, zhe; wang, chuhan; liu, shuang; chi, wenhao; dong, enzeng; song, xiaolin; gao, qiang; song, yu</td></tr><tr><td>Title:</td><td>the fusion of electroencephalography and facial expression for continuous emotion recognition</td></tr><tr><td>Source:</td><td>ieee access, 7, 155724-155736</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/access.2019.2949707,0.8968,-0.0517,2,242,530,56,2.6611,2019,56,2.6611
4469,qu (2024),"<table><tr><td>Authors:</td><td>qu, gangguo; wang, fei; bi, jinying; an, zida; hu, fangzhou; li, hao; han, shuai</td></tr><tr><td>Title:</td><td>a hybrid critical channel selection framework for eeg emotion recognition</td></tr><tr><td>Source:</td><td>ieee sensors journal, 24(9), 14881-14893</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/jsen.2024.3380749,1.2031,-0.0573,2,182,447,10,1.8675,2024,10,1.8675
4470,thomas (2010),"<table><tr><td>Authors:</td><td>thomas, kavitha p.; guan, cuntai; tong, lau chiew; vinod, a. p.</td></tr><tr><td>Title:</td><td>a study on the impact of spectral variability in brain-computer interface</td></tr><tr><td>Source:</td><td>2010 ieee international symposium on circuits and systems, 1189-1192</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",,-0.9498,-0.3117,1,209,386,7,0.1904,2010,7,0.1904
4477,khateeb (2021),"<table><tr><td>Authors:</td><td>khateeb, muhammad; anwar, syed muhammad; alnowami, majdi</td></tr><tr><td>Title:</td><td>multi-domain feature fusion for emotion classification using deap dataset</td></tr><tr><td>Source:</td><td>ieee access, 9, 12134-12142</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/access.2021.3051281,1.2242,0.0157,2,156,386,82,4.829,2021,82,4.829
4484,rahman (2021a),"<table><tr><td>Authors:</td><td>rahman, md. mustafizur; sarkar, ajay krishno; hossain, md. amzad; hossain, md. selim; islam, md. rabiul; hossain, md. biplob; quinn, julian m. w.; moni, mohammad ali</td></tr><tr><td>Title:</td><td>recognition of human emotions using eeg signals: a review</td></tr><tr><td>Source:</td><td>computers in biology and medicine, 136</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1016/j.compbiomed.2021.104696,1.0474,0.0205,2,238,1007,174,10.247,2021,174,10.247
4486,fumanal-idocin (2022),"<table><tr><td>Authors:</td><td>fumanal-idocin, javier; wang, yu-kai; lin, chin-teng; fernandez, javier; antonio sanz, jose; bustince, humberto</td></tr><tr><td>Title:</td><td>motor-imagery-based brain-computer interface using signal derivation and aggregation functions</td></tr><tr><td>Source:</td><td>ieee transactions on cybernetics, 52(8), 7944-7955</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tcyb.2021.3073210,-0.5101,-0.1682,1,277,471,45,3.1462,2022,45,3.1462
4491,chen (2018),"<table><tr><td>Authors:</td><td>chen, tian; ju, sihang; yuan, xiaohui; elhoseny, mohamed; ren, fuji; fan, mingyan; chen, zhangang</td></tr><tr><td>Title:</td><td>emotion recognition using empirical mode decomposition and approximation entropy</td></tr><tr><td>Source:</td><td>computers & electrical engineering, 72, 383-392</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1016/j.compeleceng.2018.09.022,0.8362,0.0932,2,174,270,57,2.657,2018,57,2.657
4498,prasanna (2021),"<table><tr><td>Authors:</td><td>prasanna, j.; subathra, m. s. p.; mohammed, mazin abed; damasevicius, robertas; sairamya, nanjappan jothiraj; george, s. thomas</td></tr><tr><td>Title:</td><td>automated epileptic seizure detection in pediatric subjects of chb-mit eeg database-a survey</td></tr><tr><td>Source:</td><td>journal of personalized medicine, 11(10)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.3390/jpm11101028,-0.148,0.6884,3,97,207,73,4.299,2021,73,4.299
